Loan #,Seller(1),Property Name,Street Address,City,State,Zip Code,County,Number of Properties,Property_5 Type,Property_3 Subtype,Year Built,Year Renovated,Loan #.1,Seller(1).1,Property Name.1,Units(2),Unit of  Measure,Occupancy %,Occupancy Date,Appraised Value ($)(3),Appraisal Date(3),Current_1 LTV %(3),Original Balance ($)(4)_9,Original Balance_8 per Unit ($)_4,Current_4 Balance ($)(4)_1,Current Balance_2 per Unit ($)_4,% of Initial Pool Balance,Crossed Loan,Related Borrower(5),Interest Rate %(6)_1,Admin. Fee %(6),Net Mortgage Rate %(6)_0,Accrual Type,Loan #.2,Seller(1).2,Property Name.2,Monthly Debt Service ($)(7),Annual Debt Service ($)(8),Note Date,First Payment Date(9),Partial IO Last IO Payment,Partial IO Loan First P&I Payment,Rem._0  Term(9),Rem._0  Amort,I/O Period(9)(10),Seasoning,Payment Due Date,Grace Period_0  (Late Payment),Grace Period_7  (Default),Maturity Date,ARD Loan(11),Final Mat Date(11),Maturity/ARD Balance ($)(4),Maturity LTV %(3),Loan #.3,Seller(1).3,Property Name.3,Prepayment Provision (Payments)(9)(12)(13),2008_3 Revenues ($)_9,2008_7 Total Expenses ($)_2,2008_7 NOI ($)_9,2009_5 Revenues ($)_0,2009_0 Total Expenses ($)_3,2009_2 NOI ($)_0,2010_9 Revenues ($)_5,2010_4 Total Expenses ($)_5,2010_5 NOI ($)_5,Most Recent_5  Revenues ($),Most Recent_5  Total Expenses ($),Most Recent_3  NOI ($)(14),As of,Loan #.4,Seller(1).4,Property Name.4,UW Economic Occupancy %,UW_3 Revenues ($),UW Total Expenses ($),UW NOI ($)(14),UW_6  Capital Items ($),UW NCF ($)(14),UW_5  NOI DSCR(14),UW NCF_0 DSCR(14),UW NOI Debt Yield %,UW NCF_5  Debt Yield %,Title Type,Ground Lease_5  Expiration,Ground Lease_8  Extension Terms,PML %,Loan #.5,Seller(1).5,Property Name.5,Upfront Capex Reserve ($)_0,Upfront Engin. Reserve ($)_2,Upfront Envir.  Reserve ($),Upfront TI/LC Reserve ($)_0,Upfront RE Tax Reserve ($)_8,Upfront Ins. Reserve ($)_4,Upfront Other Reserve ($)_1,Unnamed: 99,Monthly Capex Reserve ($)_3,Monthly Envir. Reserve ($)_0,Monthly TI/LC Reserve ($)_8,Monthly RE Tax Reserve ($)_0,Monthly Ins. Reserve ($)_7,Monthly Other Reserve ($)_2,Loan #.6,Seller(1).6,Property Name.6,Capex  Reserve Cap ($)_3,Envir.  Reserve Cap ($)_6,TI/LC  Reserve Cap ($)_0,RE Tax  Reserve Cap ($)_1,Insur.  Reserve Cap ($)_4,Debt Service  Reserve Cap ($)_2,Other  Reserve Cap ($)_0,Unnamed: 10_level_1,Single Tenant,Largest Tenant,Unit Size_9,Lease_0 Expiration_3,Unnamed: 121,2nd Largest Tenant,Unit Size_3,Lease_0 Expiration_0,Loan #.7,Seller(1).7,Property Name.7,3rd Largest Tenant,Unit Size_8,Lease_8 Expiration_1,Unnamed: 131,4th Largest Tenant,"( '     ' ,   ' U n i t   S i z e _ 8 ' ) . 1",Lease_3 Expiration_6,"( '     ' ,   '     ' ) . 1",5th Largest Tenant,Unit Size_4,Lease_5 Expiration_4,Loan Purpose,Loan #.8,Seller(1).8,Property Name.8,Principal / Carveout Guarantor(20),Lockbox_5  (Y/N),Lockbox_9  Type(21),Additional Debt_2  Permitted (Y/N),Additional Debt_2  Exist (Y/N)(22),Additional Debt_4  Amount ($)(22),Additional Debt_5  Type(22),Total Debt_0 Current Balance ($),Total Debt_3  UW NCF  DSCR,Total Debt Current LTV %,Total Debt_9  UW NOI  Debt Yield %,Loan #_2,Seller(1).9,Property Name.9,2008_6 Occupancy %_3,2008_5  ADR ($)_3,2008_5  RevPAR ($)_0,2009_8  Occupancy %_3,2009_5  ADR ($)_6,2009_7  RevPAR ($)_1,2010_4  Occupancy %_1,2010_6  ADR ($)_8,2010_7  RevPAR ($)_8,Most Recent_9  Occupancy %_5,Most Recent_7  ADR ($)_3,Most Recent_3  RevPAR ($)_7,UW_0 Occupancy %_4,UW_6  ADR ($)_7,UW_9  RevPAR ($)_0,Loan #_5
2.116,JPMCB,869 North Lee Highway,869 North Lee Highway,Lexington,VA,24450,Rockbridge,1,Retail,Freestanding,1976,  ,2.116,JPMCB,869 North Lee Highway,"1,600",Square Feet,100.0%,06/15/11,"430,000",05/20/11,  ,"215,020",  ,"215,020",  ,0.0%,  ,  ,  ,  ,  ,  ,2.116,JPMCB,869 North Lee Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"215,020",  ,2.116,JPMCB,869 North Lee Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.116,JPMCB,869 North Lee Highway,95.0%,"30,652",920,"29,733","2,192","27,541",  ,  ,  ,  ,Fee,  ,  ,  ,2.116,JPMCB,869 North Lee Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.116,JPMCB,869 North Lee Highway,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"1,600",12/31/17,  ,  ,  ,  ,2.116,JPMCB,869 North Lee Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.116,JPMCB,869 North Lee Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.116,JPMCB,869 North Lee Highway,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.116
2.117,JPMCB,7880 Broad Street,7880 Broad Street,Rural Hall,NC,27045,Forsyth,1,Retail,Freestanding,1978,  ,2.117,JPMCB,7880 Broad Street,"1,800",Square Feet,100.0%,06/15/11,"430,000",05/20/11,  ,"215,020",  ,"215,020",  ,0.0%,  ,  ,  ,  ,  ,  ,2.117,JPMCB,7880 Broad Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"215,020",  ,2.117,JPMCB,7880 Broad Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.117,JPMCB,7880 Broad Street,95.0%,"39,929","1,198","38,731","2,466","36,265",  ,  ,  ,  ,Fee,  ,  ,  ,2.117,JPMCB,7880 Broad Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.117,JPMCB,7880 Broad Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"1,800",12/31/17,  ,  ,  ,  ,2.117,JPMCB,7880 Broad Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.117,JPMCB,7880 Broad Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.117,JPMCB,7880 Broad Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.117
2.1180000000000003,JPMCB,400 West Main Street,400 West Main Street,Radford,VA,24141,Radford,1,Retail,Freestanding,1957,  ,2.1180000000000003,JPMCB,400 West Main Street,"2,053",Square Feet,100.0%,06/15/11,"350,000",05/20/11,  ,"175,017",  ,"175,017",  ,0.0%,  ,  ,  ,  ,  ,  ,2.1180000000000003,JPMCB,400 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"175,017",  ,2.1180000000000003,JPMCB,400 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.1180000000000003,JPMCB,400 West Main Street,95.0%,"24,840",745,"24,095","2,813","21,283",  ,  ,  ,  ,Fee,  ,  ,  ,2.118,JPMCB,400 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.118,JPMCB,400 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,053",12/31/17,  ,  ,  ,  ,2.118,JPMCB,400 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.1180000000000003,JPMCB,400 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.118,JPMCB,400 West Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.118
2.119,JPMCB,23364 Front Street,23364 Front Street,Accomac,VA,23301,Accomack,1,Retail,Freestanding,1934,  ,2.119,JPMCB,23364 Front Street,"1,157",Square Feet,100.0%,06/15/11,"327,000",05/13/11,  ,"163,516",  ,"163,516",  ,0.0%,  ,  ,  ,  ,  ,  ,2.119,JPMCB,23364 Front Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"163,516",  ,2.119,JPMCB,23364 Front Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.119,JPMCB,23364 Front Street,95.0%,"34,998","1,050","33,948","1,585","32,363",  ,  ,  ,  ,Fee,  ,  ,  ,2.119,JPMCB,23364 Front Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.119,JPMCB,23364 Front Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"1,157",12/31/17,  ,  ,  ,  ,2.119,JPMCB,23364 Front Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.119,JPMCB,23364 Front Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.119,JPMCB,23364 Front Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.119
2.12,JPMCB,4394 South NC Highway 150,4394 South NC Highway 150,Lexington,NC,27295,Davidson,1,Retail,Freestanding,1977,  ,2.12,JPMCB,4394 South NC Highway 150,"1,100",Square Feet,100.0%,06/15/11,"240,000",05/20/11,  ,"120,011",  ,"120,011",  ,0.0%,  ,  ,  ,  ,  ,  ,2.12,JPMCB,4394 South NC Highway 150,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"120,011",  ,2.12,JPMCB,4394 South NC Highway 150,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.12,JPMCB,4394 South NC Highway 150,95.0%,"26,619",799,"25,820","1,507","24,313",  ,  ,  ,  ,Fee,  ,  ,  ,2.120,JPMCB,4394 South NC Highway 150,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.120,JPMCB,4394 South NC Highway 150,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"1,100",12/31/17,  ,  ,  ,  ,2.120,JPMCB,4394 South NC Highway 150,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.12,JPMCB,4394 South NC Highway 150,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.120,JPMCB,4394 South NC Highway 150,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.120
2.121,JPMCB,33287 Railroad Avenue,33287 Railroad Avenue,Painter,VA,23420,Accomack,1,Retail,Freestanding,1971,  ,2.121,JPMCB,33287 Railroad Avenue,"1,173",Square Feet,100.0%,06/15/11,"221,000",05/13/11,  ,"110,511",  ,"110,511",  ,0.0%,  ,  ,  ,  ,  ,  ,2.121,JPMCB,33287 Railroad Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"110,511",  ,2.121,JPMCB,33287 Railroad Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.121,JPMCB,33287 Railroad Avenue,95.0%,"23,655",710,"22,945","1,607","21,338",  ,  ,  ,  ,Fee,  ,  ,  ,2.121,JPMCB,33287 Railroad Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.121,JPMCB,33287 Railroad Avenue,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"1,173",12/31/17,  ,  ,  ,  ,2.121,JPMCB,33287 Railroad Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.121,JPMCB,33287 Railroad Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.121,JPMCB,33287 Railroad Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.121
3.0,JPMCB,Asheville Mall,3 South Tunnel Road,Asheville,NC,28805,Buncombe,1,Retail,Anchored,1972,2000,3.0,JPMCB,Asheville Mall,"323,832",Square Feet,95.4%,08/01/11,"123,000,000",06/28/11,63.4%,"78,000,000",241,"78,000,000",241,7.6%,No,  ,5.80000,0.06720,5.73280,Actual/360,3.0,JPMCB,Asheville Mall,"493,062.50","5,916,750.00",08/19/11,10/01/11,  ,  ,120,300,0,0,1,15,0,09/01/21,No,  ,"59,997,994",48.8%,3.0,JPMCB,Asheville Mall,"L(24),Def(92),O(4)","13,744,039","3,996,629","9,747,410","14,100,876","3,712,129","10,388,746","14,020,962","3,725,178","10,295,785","13,788,149","3,801,056","9,987,093",05/31/11,3.0,JPMCB,Asheville Mall,93.0%,"12,679,322","3,946,384","8,732,938","573,183","8,159,756",1.48,1.38,11.2%,10.5%,Fee,  ,  ,  ,3,JPMCB,Asheville Mall,"6,771",0,0,"40,627","499,538",0,"653,820",  ,"6,771",0,"40,627","62,442",0,0,3,JPMCB,Asheville Mall,  ,  ,  ,  ,  ,  ,  ,  ,No,Barnes & Noble,"35,968",04/30/19,  ,Old Navy,"17,556",01/31/17,3,JPMCB,Asheville Mall,Gap,"12,044",01/31/13,  ,Ulta Salon,"10,897",11/30/21,  ,New York & Company,"9,020",01/31/14,Refinance,3.0,JPMCB,Asheville Mall,"CBL & Associates Properties, Inc.",Yes,CMA,No,No,NAP,NAP,NAP,NAP,NAP,NAP,3,JPMCB,Asheville Mall,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,3
4.0,JPMCB,Sun Development and Management Portfolio,Various,Various,Various,Various,Various,5,Hotel,Various,Various,Various,4.0,JPMCB,Sun Development and Management Portfolio,637,Rooms,72.1%,07/31/11,"102,600,000",Various,54.6%,"56,300,000","88,383","56,024,503","87,951",5.4%,No,  ,4.86181,0.10720,4.75461,Actual/360,4.0,JPMCB,Sun Development and Management Portfolio,"324,607.26","3,895,287.12",05/17/11,07/01/11,  ,  ,57,297,0,3,1,0,0,06/01/16,No,  ,"49,980,786",48.7%,4.0,JPMCB,Sun Development and Management Portfolio,"L(24),Grtr1%orYM(35),O(1)","6,035,432","3,483,757","2,551,675","8,132,642","5,148,502","2,984,140","18,890,301","11,959,585","6,930,716","20,219,212","12,398,765","7,820,447",07/31/11,4.0,JPMCB,Sun Development and Management Portfolio,72.1%,"20,219,986","13,081,810","7,138,177",0,"7,138,177",1.83,1.83,12.7%,12.7%,Fee/Leasehold,Various,Various,Various,4,JPMCB,Sun Development and Management Portfolio,"50,485",0,0,0,"213,802",0,"113,201",  ,3% of Gross Income from Operations,0,0,"79,999",0,0,4,JPMCB,Sun Development and Management Portfolio,"1,000,000",  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,4,JPMCB,Sun Development and Management Portfolio,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Refinance,4.0,JPMCB,Sun Development and Management Portfolio,Bharat N. Patel,Yes,Hard,No,Yes,"17,700,000",Mezzanine Loan,"73,724,503",1.22,71.9%,9.7%,4,JPMCB,Sun Development and Management Portfolio,  ,  ,  ,  ,  ,  ,69.1%,110.28,76.13,72.1%,109.72,79.54,72.1%,109.72,79.54,4
4.001,JPMCB,Embassy Suites Palmdale,39375 5th Street West,Palmdale,CA,93551,Los Angeles,1,Hotel,Full Service,2010,  ,4.001,JPMCB,Embassy Suites Palmdale,150,Rooms,70.7%,07/31/11,"36,000,000",04/01/11,  ,"19,400,000",  ,"19,305,068",  ,1.9%,  ,  ,  ,  ,  ,  ,4.001,JPMCB,Embassy Suites Palmdale,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"17,222,509",  ,4.001,JPMCB,Embassy Suites Palmdale,  ,  ,  ,  ,  ,  ,  ,"5,236,057","2,951,394","2,284,663","5,931,041","3,376,647","2,554,394",07/31/11,4.001,JPMCB,Embassy Suites Palmdale,70.7%,"5,931,126","3,743,251","2,187,875",0,"2,187,875",  ,  ,  ,  ,Fee,  ,  ,11%,4.001,JPMCB,Embassy Suites Palmdale,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.001,JPMCB,Embassy Suites Palmdale,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,4.001,JPMCB,Embassy Suites Palmdale,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.001,JPMCB,Embassy Suites Palmdale,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.001,JPMCB,Embassy Suites Palmdale,  ,  ,  ,  ,  ,  ,65.8%,136.47,89.85,70.7%,129.70,91.67,70.7%,129.70,91.67,4.001
4.002,JPMCB,Hilton Garden Inn Ridgefield Park,70 Challenger Road,Ridgefield Park,NJ,07660,Bergen,1,Hotel,Limited Service,2009,  ,4.002,JPMCB,Hilton Garden Inn Ridgefield Park,140,Rooms,75.1%,07/31/11,"26,000,000",04/01/11,  ,"13,120,000",  ,"13,055,799",  ,1.3%,  ,  ,  ,  ,  ,  ,4.002,JPMCB,Hilton Garden Inn Ridgefield Park,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"11,647,387",  ,4.002,JPMCB,Hilton Garden Inn Ridgefield Park,  ,  ,  ,  ,  ,  ,  ,"4,989,724","3,425,306","1,564,418","5,360,982","3,458,106","1,902,876",07/31/11,4.002,JPMCB,Hilton Garden Inn Ridgefield Park,75.1%,"5,361,318","3,661,394","1,699,924",0,"1,699,924",  ,  ,  ,  ,Leasehold,06/30/56,"3 successive options, 2 for 10 years each and last one ending on 10/2084",  ,4.002,JPMCB,Hilton Garden Inn Ridgefield Park,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.002,JPMCB,Hilton Garden Inn Ridgefield Park,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,4.002,JPMCB,Hilton Garden Inn Ridgefield Park,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.002,JPMCB,Hilton Garden Inn Ridgefield Park,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.002,JPMCB,Hilton Garden Inn Ridgefield Park,  ,  ,  ,  ,  ,  ,68.5%,123.95,84.96,75.1%,124.38,93.40,75.1%,124.38,93.40,4.002
4.003,JPMCB,Homewood Suites Nashville,706 Church Street,Nashville,TN,37203,Davidson,1,Hotel,Extended Stay,1919,2007,4.003,JPMCB,Homewood Suites Nashville,113,Rooms,77.4%,07/31/11,"17,500,000",02/04/11,  ,"11,220,000",  ,"11,165,096",  ,1.1%,  ,  ,  ,  ,  ,  ,4.003,JPMCB,Homewood Suites Nashville,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"9,960,647",  ,4.003,JPMCB,Homewood Suites Nashville,  ,"3,295,407","2,306,129","989,278","3,559,162","2,323,205","1,235,957","3,877,563","2,565,069","1,312,494","3,985,745","2,604,933","1,380,812",07/31/11,4.003,JPMCB,Homewood Suites Nashville,77.4%,"3,985,874","2,609,373","1,376,501",0,"1,376,501",  ,  ,  ,  ,Fee,  ,  ,  ,4.003,JPMCB,Homewood Suites Nashville,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.003,JPMCB,Homewood Suites Nashville,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,4.003,JPMCB,Homewood Suites Nashville,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.003,JPMCB,Homewood Suites Nashville,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.003,JPMCB,Homewood Suites Nashville,58.2%,129.46,75.30,71.5%,113.83,81.40,76.5%,117.17,89.58,77.4%,119.37,92.37,77.4%,119.37,92.37,4.003
4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,4971 Calypso Cay Way,Kissimmee,FL,34746,Osceola,1,Hotel,Limited Service,2008,  ,4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,125,Rooms,75.0%,07/31/11,"12,200,000",02/01/11,  ,"6,850,000",  ,"6,816,480",  ,0.7%,  ,  ,  ,  ,  ,  ,4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"6,081,144",  ,4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,  ,  ,  ,  ,"2,483,234","1,779,348","703,886","2,602,831","1,902,722","700,109","2,867,566","1,940,286","927,280",07/31/11,4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,75.0%,"2,867,622","2,015,682","851,940",0,"851,940",  ,  ,  ,  ,Fee,  ,  ,  ,4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.004,JPMCB,Hampton Inn & Suites South Lake Buena Vista,  ,  ,  ,66.7%,80.84,53.89,71.9%,78.55,56.49,75.0%,82.87,62.17,75.0%,82.87,62.17,4.004
4.005,JPMCB,Candlewood Suites Hattiesburg,9 Gateway Drive,Hattiesburg,MS,39402,Forrest,1,Hotel,Extended Stay,2007,  ,4.005,JPMCB,Candlewood Suites Hattiesburg,109,Rooms,61.4%,07/31/11,"10,900,000",02/01/11,  ,"5,710,000",  ,"5,682,059",  ,0.6%,  ,  ,  ,  ,  ,  ,4.005,JPMCB,Candlewood Suites Hattiesburg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"5,069,099",  ,4.005,JPMCB,Candlewood Suites Hattiesburg,  ,"2,740,025","1,177,628","1,562,397","2,090,246","1,045,949","1,044,297","2,184,126","1,115,094","1,069,032","2,073,878","1,018,793","1,055,085",07/31/11,4.005,JPMCB,Candlewood Suites Hattiesburg,61.4%,"2,074,047","1,052,110","1,021,937",0,"1,021,937",  ,  ,  ,  ,Fee,  ,  ,  ,4.005,JPMCB,Candlewood Suites Hattiesburg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.005,JPMCB,Candlewood Suites Hattiesburg,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,4.005,JPMCB,Candlewood Suites Hattiesburg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.005,JPMCB,Candlewood Suites Hattiesburg,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,4.005,JPMCB,Candlewood Suites Hattiesburg,78.2%,87.24,68.24,61.3%,85.09,52.13,63.4%,85.94,54.48,61.4%,84.20,51.69,61.4%,84.20,51.69,4.005
5.0,JPMCB,Google Kirkland Campus,"747, 777, & 787 6th Street South",Kirkland,WA,98033,King,1,Office,Suburban,2008,  ,5.0,JPMCB,Google Kirkland Campus,"194,825",Square Feet,100.0%,07/06/11,"91,000,000",07/14/11,59.9%,"54,475,000",280,"54,475,000",280,5.3%,No,  ,5.90000,0.06720,5.83280,Actual/360,5.0,JPMCB,Google Kirkland Campus,"347,660.79","4,171,929.48",08/26/11,10/01/11,  ,  ,120,300,0,0,1,0,0,09/01/21,No,  ,"42,045,781",46.2%,5.0,JPMCB,Google Kirkland Campus,"L(25),Grtr1%orYM(91),O(4)",  ,  ,  ,"7,043,641","1,247,970","5,795,671","8,007,495","2,029,081","5,978,414","8,520,560","2,395,365","6,125,195",06/30/11,5.0,JPMCB,Google Kirkland Campus,95.0%,"8,348,237","2,401,322","5,946,915","464,926","5,481,989",1.43,1.31,10.9%,10.1%,Fee,  ,  ,9%,5,JPMCB,Google Kirkland Campus,"2,435",0,"672,322",0,"232,989","13,881",0,  ,"2,435",0,0,"46,598","4,627",0,5,JPMCB,Google Kirkland Campus,"87,660",  ,  ,  ,  ,  ,  ,  ,Yes,Google,"194,825",01/31/20,  ,  ,  ,  ,5,JPMCB,Google Kirkland Campus,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Refinance,5.0,JPMCB,Google Kirkland Campus,"John M. Stone, Suzanne Stone, Bryan P. Stone, et. al",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,5,JPMCB,Google Kirkland Campus,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,5
6.0,JPMCB,24 West 57th Street,24 West 57th Street,New York,NY,10019,New York,1,Mixed Use,Office/Retail,1928,2009,6.0,JPMCB,24 West 57th Street,"110,818",Square Feet,98.9%,06/30/11,"80,000,000",07/01/11,61.1%,"48,850,000",441,"48,850,000",441,4.7%,No,  ,5.17900,0.10720,5.07180,Actual/360,6.0,JPMCB,24 West 57th Street,"267,607.30","3,211,287.60",08/22/11,10/01/11,  ,  ,60,360,0,0,1,0,0,09/01/16,Yes,09/01/18,"45,178,660",56.5%,6.0,JPMCB,24 West 57th Street,"L(25),Grtr1%orYM(32),O(3)",  ,  ,  ,"6,144,263","2,543,026","3,601,236","6,766,684","2,259,091","4,507,594","6,814,257","2,417,680","4,396,577",06/30/11,6.0,JPMCB,24 West 57th Street,95.0%,"7,062,297","2,410,948","4,651,349","317,871","4,333,478",1.45,1.35,9.5%,8.9%,Fee,  ,  ,  ,6,JPMCB,24 West 57th Street,"2,325",0,0,"20,833","248,377",0,0,  ,"2,325",0,"25,000","82,792",0,0,6,JPMCB,24 West 57th Street,  ,  ,"750,000",  ,  ,  ,  ,  ,No,Ana Tzarev,"17,530",08/31/17,  ,Marian Goodman Gallery,"14,318",06/30/16,6,JPMCB,24 West 57th Street,Beacon Restaurant,"12,836",11/30/18,  ,The Timberland Company,"12,500",06/30/12,  ,"Andrew Koenigsberg, LLC","5,395",04/30/21,Refinance,6.0,JPMCB,24 West 57th Street,"Berndt Perl, Kenneth Aschendorf",Yes,Hard,No,No,NAP,NAP,NAP,NAP,NAP,NAP,6,JPMCB,24 West 57th Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,6
